id,category_cluster
PG0705,"['Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Modding', 'AI', 'Progression']"
PG0706,"['Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Modding', 'Controls/UX', 'Customer Support', 'Monetization', 'Graphics']"
PG0707,"['Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Progression', 'Customer Support', 'Story', 'Graphics']"
PG0708,"['Audio', 'Gameplay', 'spaCy_noun', 'Progression', 'Customer Support', 'Cinematics', 'Graphics']"
PG0709,"['Gameplay', 'spaCy_noun', 'Progression', 'Customer Support', 'Cinematics', 'Graphics']"
PG0710,"['Management', 'Gameplay', 'spaCy_noun', 'Progression', 'Customer Support', 'Graphics']"
PG0711,"['Community', 'Balance', 'Gameplay', 'spaCy_noun', 'Customer Support', 'Monetization']"
PG0712,"['Gameplay', 'spaCy_noun', 'Controls/UX', 'Customer Support', 'Monetization']"
PG0713,"['Audio', 'Gameplay', 'Platform', 'spaCy_noun', 'Progression', 'Story']"
PG0714,"['Gameplay', 'Balance', 'spaCy_noun', 'Graphics']"
PG0715,"['Gameplay', 'spaCy_noun', 'Graphics']"
PG0717,['spaCy_noun']
PG0718,"['Gameplay', 'spaCy_noun']"
PG0719,"['Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Monetization', 'Graphics']"
PG0720,['spaCy_noun']
PG0721,"['Gameplay', 'spaCy_noun', 'Progression', 'Customer Support', 'Story']"
PG0722,"['Gameplay', 'Audio', 'spaCy_noun', 'Graphics']"
PG0723,"['Gameplay', 'spaCy_noun', 'AI', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG0724,['spaCy_noun']
PG0725,"['Gameplay', 'spaCy_noun', 'AI', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG0726,"['Audio', 'spaCy_noun']"
PG0727,"['Audio', 'spaCy_noun', 'Graphics']"
PG0728,['spaCy_noun']
PG0729,"['Customer Support', 'spaCy_noun']"
PG0730,['spaCy_noun']
PG0731,"['Gameplay', 'spaCy_noun']"
PG0732,"['Balance', 'Story', 'Gameplay', 'spaCy_noun', 'Progression', 'Business', 'Controls/UX', 'Customer Support', 'Monetization', 'Cinematics']"
PG0733,"['spaCy_noun', 'Monetization']"
PG0734,['spaCy_noun']
PG0735,"['Balance', 'Management', 'Monetization', 'Gameplay', 'DRM', 'spaCy_noun', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG0736,['spaCy_noun']
PG0737,"['Gameplay', 'spaCy_noun', 'Progression', 'Controls/UX', 'Story', 'Cinematics']"
PG0738,"['Balance', 'Platform', 'spaCy_noun', 'Customer Support', 'Story']"
PG0739,"['Audio', 'Gameplay', 'spaCy_noun', 'Monetization', 'Graphics']"
PG0740,"['Audio', 'Balance', 'Multiplayer', 'Monetization', 'Gameplay', 'DRM', 'spaCy_noun', 'Replayability', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG0741,"['Audio', 'Balance', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'Modding', 'Progression', 'Controls/UX', 'Monetization', 'Cinematics', 'Graphics']"
PG0742,"['Community', 'Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG0743,"['Audio', 'Gameplay', 'spaCy_noun', 'Modding', 'Customer Support', 'Graphics']"
PG0744,"['Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Controls/UX', 'Customer Support', 'Graphics']"
PG0745,"['Audio', 'Balance', 'Multiplayer', 'Gameplay', 'spaCy_noun', 'Replayability', 'Progression', 'Graphics']"
PG0746,"['Balance', 'Gameplay', 'spaCy_noun', 'Modding', 'Replayability', 'Controls/UX', 'Story', 'Graphics']"
PG0747,"['Audio', 'Balance', 'Gameplay', 'Platform', 'spaCy_noun', 'Modding', 'Innovation', 'Progression', 'Controls/UX', 'Monetization', 'Graphics']"
PG0748,"['Audio', 'Gameplay', 'spaCy_noun', 'Modding', 'Customer Support']"
PG0749,"['Multiplayer', 'Gameplay', 'DRM', 'spaCy_noun', 'Business', 'Controls/UX', 'Graphics']"
PG0750,"['Audio', 'Monetization', 'Gameplay', 'spaCy_noun', 'Innovation', 'Controls/UX', 'Story', 'Graphics']"
PG0751,"['Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Modding', 'Controls/UX', 'Customer Support', 'Monetization', 'Graphics']"
PG0752,"['Audio', 'Monetization', 'Gameplay', 'Platform', 'spaCy_noun', 'Progression', 'Controls/UX', 'Story']"
PG0753,"['Monetization', 'Story', 'Gameplay', 'spaCy_noun', 'Innovation', 'Graphics']"
PG0754,"['Audio', 'Balance', 'Gameplay', 'Platform', 'spaCy_noun', 'Progression', 'Controls/UX', 'Story', 'Graphics']"
PG0755,"['Audio', 'Gameplay', 'Platform', 'spaCy_noun', 'Monetization', 'Graphics']"
PG0756,"['Community', 'Audio', 'Gameplay', 'DRM', 'spaCy_noun', 'Modding', 'Innovation', 'Progression', 'Controls/UX', 'Story', 'Cinematics', 'Graphics']"
PG0757,"['Audio', 'Multiplayer', 'Monetization', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG0758,"['Balance', 'Gameplay', 'spaCy_noun', 'Controls/UX', 'Story', 'Graphics']"
PG0759,"['Audio', 'Balance', 'Gameplay', 'DRM', 'spaCy_noun', 'Modding', 'Controls/UX', 'Customer Support', 'Graphics']"
PG0760,"['Audio', 'Balance', 'spaCy_noun', 'Graphics']"
PG0761,"['Audio', 'Balance', 'Multiplayer', 'Story', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'Modding', 'Innovation', 'Performance', 'Progression', 'Business', 'Controls/UX', 'Customer Support', 'Monetization', 'Cinematics', 'Graphics']"
PG0762,"['Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Performance', 'Controls/UX', 'Customer Support', 'Graphics']"
PG0763,"['Audio', 'Gameplay', 'DRM', 'spaCy_noun', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG0764,"['Audio', 'Balance', 'Gameplay', 'DRM', 'spaCy_noun', 'Replayability']"
PG0765,"['Community', 'Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Progression', 'Controls/UX', 'Customer Support', 'Graphics']"
PG0766,"['Balance', 'Multiplayer', 'Gameplay', 'DRM', 'spaCy_noun', 'Modding', 'Performance', 'Progression', 'Controls/UX', 'Customer Support']"
PG0767,"['Audio', 'Balance', 'Gameplay', 'DRM', 'spaCy_noun', 'Controls/UX', 'Story', 'Graphics']"
PG0768,"['Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Performance', 'Controls/UX', 'Monetization', 'Graphics']"
PG0769,"['Audio', 'Gameplay', 'Platform', 'spaCy_noun', 'Controls/UX', 'Customer Support', 'Graphics']"
PG0770,"['Audio', 'Balance', 'Gameplay', 'Platform', 'spaCy_noun', 'Replayability', 'Progression', 'Controls/UX', 'Customer Support', 'Graphics']"
PG0771,"['Audio', 'Gameplay', 'spaCy_noun', 'Controls/UX', 'Graphics']"
PG0772,"['Balance', 'Gameplay', 'spaCy_noun', 'Modding', 'Controls/UX', 'Story', 'Cinematics', 'Graphics']"
PG0773,"['Balance', 'Gameplay', 'spaCy_noun', 'Modding', 'Replayability', 'Customer Support', 'Monetization', 'Graphics']"
PG0774,"['Audio', 'Balance', 'Story', 'Gameplay', 'spaCy_noun', 'Progression', 'Controls/UX', 'Customer Support', 'Innovation', 'Cinematics', 'Graphics']"
PG0775,"['Balance', 'Story', 'Gameplay', 'Platform', 'spaCy_noun', 'Progression', 'Controls/UX', 'Innovation', 'Cinematics', 'Graphics']"
PG0776,"['Monetization', 'Gameplay', 'Platform', 'spaCy_noun', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG0777,"['Community', 'Balance', 'Multiplayer', 'Gameplay', 'DRM', 'spaCy_noun', 'Controls/UX', 'Monetization', 'Graphics']"
PG0778,"['Audio', 'Monetization', 'Gameplay', 'spaCy_noun', 'Controls/UX', 'Innovation', 'Graphics']"
PG0779,"['Audio', 'Gameplay', 'spaCy_noun', 'Modding', 'Progression', 'Controls/UX', 'Customer Support', 'Monetization', 'Cinematics', 'Graphics']"
PG0780,"['Audio', 'Balance', 'Monetization', 'Gameplay', 'DRM', 'spaCy_noun', 'Controls/UX', 'Innovation', 'Graphics']"
PG0781,"['Audio', 'Gameplay', 'DRM', 'spaCy_noun', 'Performance', 'Customer Support', 'Story', 'Graphics']"
PG0782,"['spaCy_noun', 'Graphics']"
PG0783,"['Audio', 'Gameplay', 'spaCy_noun', 'Progression', 'Story', 'Graphics']"
PG0784,"['Audio', 'Balance', 'Multiplayer', 'Gameplay', 'spaCy_noun', 'Progression', 'Controls/UX', 'Monetization', 'Cinematics', 'Graphics']"
PG0785,"['Audio', 'Balance', 'Multiplayer', 'Story', 'Gameplay', 'spaCy_noun', 'Modding', 'Replayability', 'Controls/UX', 'Customer Support', 'Monetization', 'Cinematics', 'Graphics']"
PG0786,"['Balance', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'Monetization', 'Graphics']"
PG0787,"['Audio', 'Gameplay', 'spaCy_noun', 'Replayability', 'Progression', 'Controls/UX', 'Graphics']"
PG0788,"['Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Progression', 'Customer Support', 'Monetization', 'Graphics']"
PG0789,"['Audio', 'Gameplay', 'spaCy_noun', 'Controls/UX', 'Graphics']"
PG0790,"['Audio', 'Balance', 'Multiplayer', 'Monetization', 'Gameplay', 'spaCy_noun', 'Modding', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG0791,"['Audio', 'Balance', 'Monetization', 'Gameplay', 'spaCy_noun', 'Progression', 'Controls/UX', 'Story', 'Graphics']"
PG0792,"['Audio', 'Balance', 'Management', 'Gameplay', 'DRM', 'spaCy_noun', 'Performance', 'Progression', 'Controls/UX', 'Customer Support', 'Graphics']"
PG0793,"['Gameplay', 'spaCy_noun', 'Modding', 'Progression', 'Monetization', 'Graphics']"
PG0794,"['Audio', 'Gameplay', 'DRM', 'spaCy_noun', 'Controls/UX', 'Story']"
PG0795,"['Audio', 'Balance', 'Management', 'Gameplay', 'DRM', 'spaCy_noun', 'Story', 'Graphics']"
PG0796,"['Audio', 'Multiplayer', 'Gameplay', 'spaCy_noun', 'Controls/UX', 'Story', 'Graphics']"
PG0797,"['Audio', 'Story', 'Gameplay', 'spaCy_noun', 'Performance', 'Progression', 'Customer Support', 'Monetization', 'Graphics']"
PG0798,"['Gameplay', 'DRM', 'Balance', 'spaCy_noun']"
PG0799,"['Audio', 'Multiplayer', 'Gameplay', 'Platform', 'spaCy_noun', 'Modding', 'Replayability', 'AI', 'Controls/UX', 'Customer Support', 'Monetization', 'Graphics']"
PG0800,"['Customer Support', 'Gameplay', 'Audio', 'spaCy_noun']"
PG0801,"['Audio', 'Balance', 'Multiplayer', 'Gameplay', 'Platform', 'spaCy_noun', 'Customer Support', 'Graphics']"
PG0802,"['Audio', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'Progression', 'Graphics']"
PG0803,"['Gameplay', 'Performance', 'spaCy_noun', 'Monetization']"
PG0804,"['Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Story', 'Graphics']"
PG0805,"['Audio', 'Balance', 'Gameplay', 'DRM', 'spaCy_noun', 'Modding', 'Graphics']"
PG0806,"['Audio', 'Balance', 'Gameplay', 'Platform', 'spaCy_noun', 'Customer Support', 'Graphics']"
PG0807,"['Audio', 'Management', 'Monetization', 'Gameplay', 'Platform', 'spaCy_noun', 'Modding', 'Innovation', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG0808,"['Balance', 'Gameplay', 'spaCy_noun', 'Innovation', 'Performance', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG0809,"['Audio', 'Gameplay', 'spaCy_noun', 'Progression', 'Controls/UX', 'Story', 'Graphics']"
PG0810,"['Audio', 'Gameplay', 'DRM', 'spaCy_noun', 'Progression', 'Customer Support', 'Story', 'Graphics']"
PG0811,"['Audio', 'Monetization', 'Gameplay', 'spaCy_noun', 'Story', 'Cinematics', 'Graphics']"
PG0812,"['Audio', 'Gameplay', 'Platform', 'spaCy_noun', 'Story', 'Graphics']"
PG0813,"['Audio', 'Balance', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'Graphics']"
PG0814,"['Audio', 'Gameplay', 'spaCy_noun', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG0815,"['Audio', 'Balance', 'Gameplay', 'Platform', 'spaCy_noun', 'Modding', 'Performance', 'Controls/UX', 'Customer Support', 'Cinematics', 'Graphics']"
PG0816,"['Gameplay', 'spaCy_noun', 'Graphics', 'Controls/UX']"
PG0817,"['Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Modding', 'Progression', 'Controls/UX']"
PG0818,"['Audio', 'Monetization', 'Gameplay', 'spaCy_noun', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG0819,"['Gameplay', 'Audio', 'Balance', 'spaCy_noun']"
PG0820,"['Gameplay', 'Platform', 'spaCy_noun', 'Management']"
PG0821,"['Audio', 'Gameplay', 'spaCy_noun', 'Replayability', 'Progression', 'Customer Support', 'Monetization', 'Graphics']"
PG0822,"['Audio', 'Balance', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'Performance', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG0823,"['Story', 'Gameplay', 'spaCy_noun', 'Controls/UX', 'Monetization']"
PG0824,"['Gameplay', 'spaCy_noun', 'Performance', 'Story', 'Graphics']"
PG0825,"['Audio', 'Balance', 'Management', 'Gameplay', 'spaCy_noun', 'Replayability', 'Progression', 'Controls/UX', 'Story', 'Graphics']"
PG0826,"['Audio', 'Gameplay', 'spaCy_noun', 'AI', 'Progression', 'Cinematics', 'Graphics']"
PG0827,"['Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Modding', 'Progression', 'Controls/UX', 'Customer Support', 'Cinematics']"
PG0828,"['Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Controls/UX', 'Customer Support', 'Graphics']"
PG0829,"['Audio', 'Gameplay', 'spaCy_noun', 'Story', 'Graphics']"
PG0830,"['Audio', 'Balance', 'Monetization', 'Story', 'Gameplay', 'Platform', 'spaCy_noun', 'Innovation', 'Graphics']"
PG0831,"['Audio', 'Balance', 'Gameplay', 'Platform', 'spaCy_noun', 'Performance', 'AI', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG0832,"['Audio', 'Gameplay', 'spaCy_noun', 'Innovation', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG0833,"['Audio', 'Gameplay', 'spaCy_noun', 'Modding', 'Controls/UX', 'Monetization']"
PG0834,"['Audio', 'Balance', 'Multiplayer', 'Management', 'Story', 'Gameplay', 'spaCy_noun', 'Innovation', 'Progression', 'Monetization', 'Graphics']"
PG0835,"['Community', 'Audio', 'Balance', 'Story', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'Progression', 'Controls/UX', 'Customer Support', 'Monetization', 'Cinematics', 'Graphics']"
PG0836,"['Audio', 'Multiplayer', 'Gameplay', 'DRM', 'spaCy_noun', 'Performance', 'Controls/UX']"
PG0837,"['Gameplay', 'spaCy_noun', 'Progression', 'Controls/UX', 'Monetization', 'Graphics']"
PG0838,"['Audio', 'Balance', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'Business', 'Controls/UX', 'Story', 'Graphics']"
PG0839,"['Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Performance', 'Progression', 'Controls/UX', 'Innovation', 'Cinematics', 'Graphics']"
PG0840,"['Audio', 'Story', 'Platform', 'spaCy_noun', 'Controls/UX', 'Customer Support', 'Monetization']"
PG0841,"['Audio', 'Balance', 'Multiplayer', 'Gameplay', 'DRM', 'spaCy_noun', 'Modding', 'Replayability', 'Performance', 'Progression', 'Controls/UX', 'Customer Support', 'Monetization']"
PG0842,"['Audio', 'Multiplayer', 'Story', 'Gameplay', 'Platform', 'spaCy_noun', 'Progression', 'Controls/UX', 'Customer Support', 'Monetization']"
PG0843,"['Balance', 'Gameplay', 'spaCy_noun', 'AI', 'Controls/UX', 'Story', 'Cinematics', 'Graphics']"
PG0844,"['Audio', 'Gameplay', 'spaCy_noun', 'Progression', 'Controls/UX', 'Cinematics', 'Graphics']"
PG0845,"['Community', 'Gameplay', 'spaCy_noun', 'Monetization', 'Graphics']"
PG0846,"['Audio', 'Monetization', 'Gameplay', 'spaCy_noun', 'Controls/UX', 'Story', 'Cinematics', 'Graphics']"
PG0847,"['Audio', 'Story', 'Gameplay', 'Platform', 'spaCy_noun', 'Progression', 'Controls/UX', 'Customer Support', 'Monetization', 'Graphics']"
PG0848,"['Audio', 'Gameplay', 'spaCy_noun', 'Progression', 'Customer Support', 'Monetization', 'Graphics']"
PG0849,"['Balance', 'Gameplay', 'spaCy_noun', 'Progression', 'Customer Support', 'Story']"
PG0850,"['Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Progression', 'Controls/UX', 'Customer Support', 'Graphics']"
PG0851,"['Audio', 'Balance', 'Gameplay', 'Platform', 'spaCy_noun', 'Progression', 'Controls/UX', 'Monetization', 'Graphics']"
PG0852,"['Audio', 'Story', 'Gameplay', 'Platform', 'spaCy_noun', 'Progression', 'Controls/UX', 'Customer Support', 'Monetization', 'Cinematics', 'Graphics']"
PG0853,"['Management', 'Gameplay', 'DRM', 'spaCy_noun', 'Progression', 'Graphics']"
PG0854,"['Audio', 'Multiplayer', 'Gameplay', 'Platform', 'spaCy_noun', 'Replayability', 'Progression', 'Cinematics']"
PG0855,"['Audio', 'Gameplay', 'DRM', 'spaCy_noun', 'Innovation', 'Graphics']"
PG0856,"['Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Progression', 'Customer Support', 'Story', 'Graphics']"
PG0857,"['Balance', 'Monetization', 'Gameplay', 'spaCy_noun', 'Innovation', 'Controls/UX', 'Story', 'Cinematics', 'Graphics']"
PG0858,"['Audio', 'Balance', 'Multiplayer', 'Gameplay', 'DRM', 'spaCy_noun', 'Modding', 'Performance', 'Controls/UX', 'Story', 'Graphics']"
PG0859,"['Audio', 'Balance', 'Monetization', 'Gameplay', 'spaCy_noun', 'Performance', 'Progression', 'Controls/UX', 'Customer Support', 'Innovation']"
PG0860,"['Audio', 'Monetization', 'Gameplay', 'spaCy_noun', 'Controls/UX', 'Story', 'Graphics']"
PG0861,"['Audio', 'Balance', 'Multiplayer', 'Monetization', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'Modding', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG0862,"['Audio', 'Gameplay', 'spaCy_noun', 'Performance', 'Progression', 'Controls/UX', 'Customer Support']"
PG0863,"['Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Controls/UX', 'Story', 'Cinematics', 'Graphics']"
PG0864,"['Audio', 'Monetization', 'Gameplay', 'spaCy_noun', 'Innovation', 'Story', 'Graphics']"
PG0865,"['Audio', 'Balance', 'Story', 'Gameplay', 'DRM', 'spaCy_noun', 'Modding', 'Performance', 'Controls/UX', 'Customer Support', 'Monetization', 'Cinematics']"
PG0866,"['Gameplay', 'spaCy_noun', 'Progression', 'Controls/UX', 'Story']"
PG0867,"['Audio', 'Story', 'Gameplay', 'spaCy_noun', 'Modding', 'AI', 'Progression', 'Controls/UX', 'Customer Support', 'Monetization', 'Cinematics', 'Graphics']"
PG0868,"['Audio', 'Gameplay', 'spaCy_noun', 'Controls/UX', 'Customer Support', 'Monetization', 'Graphics']"
PG0869,"['Audio', 'Gameplay', 'DRM', 'spaCy_noun', 'Modding', 'Business', 'Graphics']"
PG0870,"['Audio', 'Story', 'Gameplay', 'Platform', 'spaCy_noun', 'Modding', 'Progression', 'Controls/UX', 'Customer Support', 'Monetization', 'Cinematics', 'Graphics']"
PG0871,"['Audio', 'Balance', 'Story', 'Gameplay', 'DRM', 'spaCy_noun', 'Modding', 'Replayability', 'Performance', 'Progression', 'Controls/UX', 'Customer Support', 'Monetization', 'Cinematics', 'Graphics']"
PG0872,"['Audio', 'Balance', 'Story', 'Gameplay', 'DRM', 'spaCy_noun', 'Modding', 'Replayability', 'Performance', 'Progression', 'Controls/UX', 'Customer Support', 'Monetization', 'Cinematics', 'Graphics']"
PG0873,"['Audio', 'Balance', 'Story', 'Gameplay', 'DRM', 'spaCy_noun', 'Modding', 'Replayability', 'Performance', 'Progression', 'Controls/UX', 'Customer Support', 'Monetization', 'Cinematics', 'Graphics']"
PG0874,"['Audio', 'Balance', 'DRM', 'spaCy_noun', 'Story', 'Graphics']"
PG0875,"['Gameplay', 'spaCy_noun', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG0876,"['Audio', 'Balance', 'Gameplay', 'DRM', 'spaCy_noun', 'Cinematics', 'Graphics']"
PG0877,"['Audio', 'Gameplay', 'spaCy_noun', 'Modding', 'Controls/UX', 'Story', 'Graphics']"
PG0878,"['Audio', 'Balance', 'Multiplayer', 'Monetization', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'Modding', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG0879,"['Audio', 'Balance', 'Gameplay', 'DRM', 'spaCy_noun', 'Modding', 'Replayability', 'Performance', 'Customer Support', 'Cinematics', 'Graphics']"
PG0880,"['Audio', 'Gameplay', 'Platform', 'spaCy_noun', 'Performance', 'Progression', 'Graphics']"
PG0881,"['Audio', 'Gameplay', 'spaCy_noun', 'Modding', 'Controls/UX', 'Customer Support', 'Graphics']"
PG0882,"['Multiplayer', 'Gameplay', 'DRM', 'spaCy_noun', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG0883,"['Audio', 'Monetization', 'Gameplay', 'spaCy_noun', 'Innovation', 'Graphics']"
PG0884,"['Audio', 'Multiplayer', 'Story', 'Gameplay', 'spaCy_noun', 'Progression', 'Controls/UX', 'Customer Support', 'Monetization', 'Cinematics', 'Graphics']"
PG0885,"['Audio', 'Gameplay', 'spaCy_noun', 'Controls/UX', 'Graphics']"
PG0886,"['Audio', 'Gameplay', 'spaCy_noun', 'Controls/UX', 'Story', 'Cinematics', 'Graphics']"
PG0887,"['Audio', 'Gameplay', 'DRM', 'spaCy_noun', 'Replayability', 'Controls/UX', 'Customer Support', 'Graphics']"
PG0888,"['Audio', 'Multiplayer', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'Modding', 'Controls/UX', 'Graphics']"
PG0889,"['Audio', 'Multiplayer', 'Gameplay', 'DRM', 'spaCy_noun', 'Controls/UX', 'Graphics']"
PG0890,"['Audio', 'DRM', 'spaCy_noun', 'Customer Support', 'Story']"
PG0891,"['Audio', 'Monetization', 'Story', 'Gameplay', 'DRM', 'spaCy_noun', 'Progression', 'Innovation', 'Cinematics', 'Graphics']"
PG0892,"['Balance', 'Multiplayer', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'Modding', 'Replayability', 'Progression', 'Controls/UX', 'Customer Support', 'Monetization']"
PG0893,"['Audio', 'Multiplayer', 'Monetization', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'Replayability', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG0894,"['Audio', 'Gameplay', 'spaCy_noun', 'Replayability', 'Controls/UX', 'Story', 'Graphics']"
PG0895,"['Audio', 'Balance', 'Monetization', 'Gameplay', 'DRM', 'spaCy_noun', 'AI', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG0896,"['Audio', 'Gameplay', 'spaCy_noun', 'Performance', 'Progression', 'Business', 'Story', 'Graphics']"
PG0897,"['Community', 'Gameplay', 'spaCy_noun', 'Replayability', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG0898,"['Audio', 'Gameplay', 'spaCy_noun', 'Controls/UX', 'Graphics']"
PG0899,"['Audio', 'Multiplayer', 'Gameplay', 'Platform', 'spaCy_noun', 'Modding', 'Cinematics', 'Graphics']"
PG0900,"['Audio', 'Balance', 'Multiplayer', 'Story', 'Gameplay', 'spaCy_noun', 'Progression', 'Controls/UX', 'Customer Support', 'Monetization', 'Graphics']"
PG0901,"['Audio', 'Balance', 'Management', 'Story', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'Modding', 'AI', 'Progression', 'Performance', 'Controls/UX', 'Customer Support', 'Monetization', 'Cinematics', 'Graphics']"
PG0902,"['Community', 'Audio', 'Gameplay', 'DRM', 'spaCy_noun', 'Modding', 'Replayability', 'Performance', 'Controls/UX', 'Customer Support', 'Monetization', 'Graphics']"
PG0903,"['Audio', 'Gameplay', 'spaCy_noun', 'Controls/UX', 'Customer Support', 'Innovation', 'Graphics']"
PG0904,"['Balance', 'Gameplay', 'DRM', 'spaCy_noun', 'Performance', 'Customer Support', 'Monetization', 'Graphics']"
PG0905,"['Audio', 'Multiplayer', 'Monetization', 'Gameplay', 'spaCy_noun', 'Replayability', 'Progression', 'Customer Support', 'Story', 'Graphics']"
PG0906,"['Audio', 'Balance', 'Gameplay', 'DRM', 'spaCy_noun', 'Performance', 'Cinematics', 'Graphics']"
PG0907,"['Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG0908,"['Balance', 'Multiplayer', 'spaCy_noun', 'Business', 'Customer Support', 'Graphics']"
PG0909,"['Audio', 'Story', 'Gameplay', 'spaCy_noun', 'Replayability', 'Progression', 'Controls/UX', 'Customer Support', 'Innovation', 'Cinematics', 'Graphics']"
PG0910,"['Gameplay', 'spaCy_noun', 'Modding', 'Progression', 'Controls/UX', 'Graphics']"
PG0911,"['Audio', 'Gameplay', 'spaCy_noun', 'Customer Support', 'Innovation', 'Graphics']"
PG0912,"['Audio', 'Gameplay', 'spaCy_noun', 'Innovation', 'Controls/UX', 'Customer Support', 'Monetization', 'Graphics']"
PG0913,"['Audio', 'Multiplayer', 'Gameplay', 'DRM', 'spaCy_noun', 'Performance', 'Graphics']"
PG0914,"['Audio', 'spaCy_noun', 'Progression', 'Story', 'Graphics']"
PG0915,"['Audio', 'Management', 'Gameplay', 'spaCy_noun', 'Controls/UX', 'Graphics']"
PG0916,"['Audio', 'Monetization', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'Modding', 'Performance', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG0917,"['Audio', 'Monetization', 'Gameplay', 'spaCy_noun', 'Progression', 'Customer Support', 'Story']"
PG0918,"['Audio', 'Balance', 'Gameplay', 'DRM', 'spaCy_noun', 'Modding', 'Customer Support', 'Monetization', 'Graphics']"
PG0919,"['Audio', 'Balance', 'Multiplayer', 'Monetization', 'Gameplay', 'Platform', 'spaCy_noun', 'Innovation', 'Performance', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG0920,"['Audio', 'Gameplay', 'DRM', 'spaCy_noun', 'Progression', 'Customer Support', 'Graphics']"
PG0921,"['Gameplay', 'spaCy_noun', 'Progression', 'Controls/UX', 'Customer Support', 'Monetization', 'Graphics']"
PG0922,"['Audio', 'Monetization', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG0923,"['Gameplay', 'spaCy_noun', 'Progression', 'Customer Support', 'Graphics']"
