ID,Recommendation,Comment,Game Series
PS0362,Not Recommended,no .,Apex Legends
PS0363,Recommended,2,Apex Legends
PS0364,Recommended,ama,Apex Legends
PS0365,Recommended,yes,Apex Legends
PS0366,Recommended,good,Apex Legends
PS0367,Recommended,[R] [R] FIFA ... [R] else [R] [R] [R] say,Apex Legends
PS0368,Recommended,GOOD TEAM [R] [R] YEAR,Apex Legends
PS0369,Recommended,[R] FAR [R] [R] NOT EXPERENCED [R] SINGLE GLITCH GREAT GAME LOVE [R] MANAGER MODE [R] RIVALS,Apex Legends
PS0370,Recommended,nice game [R] .... not good server,Apex Legends
PS0371,Not Recommended,"Product refund [R] [R] RTX 4060 [R] Ryzen 7this [R] not optimize [R] [R] [R] [R] [R] play [R] 800 600 resolutions [R] low graphic settings.the stretch [R] very noticable , [R] [R] [R] game developer [R] incompetent [R] retarded [R] optimize [R] game [R] console [R] PC port",Apex Legends
PS0372,Not Recommended,"Product refund Played [R] [R] hour [R] [R] [R] [R] Rog ally [R] uninstalled [R] refunded . [R] [R] always mostly [R] manager career mode player [R] [R] not play anything since fifa 22 [R] even [R] [R] barely touch [R] . [R] [R] same old same old . Even [R] [R] [R] rubbish music . [R] [R] nice [R] [R] expand manager career [R] [R] ways [R] [R] honestly only go back [R] see [R] [R] would really improve [R] . [R] [R] [R] same scripted AI [R] sluggish players . Same cutscenes [R] dialogue [R] contracts [R] transfers . Probably [R] not help [R] play [R] [R] [R] small screen [R] [R] [R] enough [R] [R] able [R] tell [R] [R] simply [R] not worth [R] . Ultimate team , kids [R] youtubers [R] influencers [R] always make sure [R] type [R] [R] sell [R] make EA [R] fortune [R] [R] [R] really [R] [R] spin EA money [R] leave [R] [R] brilliant franchise [R] [R] rubble [R] [R] bottom [R] [R] barrel . [R] [R] [R] look [R] footballing experience football manager [R] forever [R] [R] way [R] go .",Apex Legends
PS0373,Not Recommended,GAME MEMEK PALING TOLOL GAU BELI MAHAL2 SEJUTA NGUMPULIN DUIT CAPE2 . GAME SEJUTA GAME BOLA KOK ATA CITER DASAR GAME MEMEMEEEEEEKKKKKKKKKKKKKKKKKKKKKKKKKKK KUOOONTTTOOOOLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLL,Apex Legends
PS0374,Not Recommended,"tsubasa tackle , cheater , stadium bugs , highlighter replay bug crashes , [R] nt receive season hub reward EA Anjing",Apex Legends
PS0375,Recommended,iki9ijui9,Apex Legends
PS0376,Recommended,Somtimes [R] goodSomtimes [R],Apex Legends
PS0377,Recommended,"[R] [R] fifa , always great",Apex Legends
PS0378,Recommended,Product receive [R] free Love [R],Apex Legends
PS0379,Recommended,m,Apex Legends
PS0380,Recommended,"igual todos , mas geral continua comprando",Apex Legends
PS0381,Recommended,Fix [R] glitches,Apex Legends
PS0382,Not Recommended,no,Apex Legends
PS0383,Not Recommended,least optimizied piedce cof,Apex Legends
PS0384,Recommended,Juan Camilio Leon say [R] [R] gameplay suck [R] [R] nt invite [R] [R] pro clubs [R] [R] only watch blue lock .,Apex Legends
PS0385,Not Recommended,bad,Apex Legends
PS0386,Recommended,Fun,Apex Legends
PS0387,Recommended,[R] good,Apex Legends
PS0388,Recommended,very fun [R] entertain,Apex Legends
PS0389,Recommended,hehe,Apex Legends
PS0390,Not Recommended,"[R] game keep [R] crash every [R] [R] [R] , [R] [R] stuttering [R] [R] way [R] [R] even [R] low graphics settings . [R] [R] heavy graphics games [R] 80 FPS [R] Ultra settings [R] [R] game [R] never get good . Barely 4045 fps [R] high settings .",Apex Legends
PS0391,Recommended,"not sure [R] [R] game [R] [R] poorly review . [R] [R] not play Fifa [R] [R] few years , [R] pick [R] one [R] [R] [R] sale . [R] [R] enjoy Ultimate team [R] lot , without [R] spend [R] single dollar [R] coins . [R] seem [R] get great players without [R] need [R] buy packs . Only [R] side [R] [R] game [R] [R] freezes [R] occur [R] every session , require [R] restart [R] [R] game . [R] never [R] happen mid game though , only within [R] menu screen . [R] [R] [R] [R] [R] fence , get [R] game ! Lots [R] fun",Apex Legends
PS0392,Recommended,[R] love [R] game bantai abang [R],Apex Legends
PS0393,Recommended,very very good very very nice,Apex Legends
PS0394,Recommended,fun game,Apex Legends
PS0395,Recommended,Product receive [R] free jos mantap,Apex Legends
PS0396,Not Recommended,"[R] [R] play rush alone [R] controller work , [R] [R] soon [R] [R] start [R] game [R] [R] friend [R] doesent work ? ! ? ? ! ! ? ! ? WTF FIFA",Apex Legends
PS0397,Not Recommended,"[R] play [R] game [R] almost 300 hours [R] [R] [R] guess [R] [R] say [R] [R] [R] most lagging , scripted fifa [R] ea [R] ever play . [R] [R] AWFUL TERRIBLE [R] SICK GAME .",Apex Legends
PS0398,Recommended,,Apex Legends
PS0399,Not Recommended,stink,Apex Legends
PS0400,Not Recommended,Buggy [R] career mode [R] break . [R] character [R] [R] injury [R] [R] [R] [R] try [R] [R] instated [R] [R] roster [R] menu get stuck [R] [R] [R] activities screen . [R] seem [R] [R] [R] [R] know bug [R] [R] not [R] fix since [R] game release . [R] only buy [R] [R] [R] [R] [R] sale [R] want [R] play [R] football game [R] [R] old FIFA.I [R] not expect anything [R] EA [R] [R] somehow [R] even more disappointing [R] [R] imagine .,Apex Legends
PS0401,Not Recommended,"last good fifa [R] prob 18 idek [R] [R] amount [R] terrible fifas [R] [R] play , [R] only [R] keep [R] alive [R] [R] dumbasses [R] include [R] buy [R] game every year only [R] [R] [R] nt [R] competition . [R] pray [R] [R] day [R] good game come [R] [R] [R] game modes fifa [R] [R] destroy [R] company [R] [R] nt care [R] listen [R] [R] players . remove playstyles , chemstyles , time shots , whatever ... make [R] game fun [R] play instead [R] add promos [R] nobody ask [R] . [R] only good [R] [R] [R] [R] pro clubs [R] even [R] [R] guys ruin . not [R] talk [R] [R] bugs [R] mfs refuse [R] fix [R] [R] year [R] make us pay another 70 [R] get [R] fix . [R] [R] lucky PES [R] nt exist anymore",Apex Legends
PS0402,Not Recommended,[R] GAME SUCKS HELLA BALLS . DEFENDING EXTRA LAME,Apex Legends
PS0403,Not Recommended,bad ...,Apex Legends
PS0404,Recommended,iyi,Apex Legends
PS0405,Not Recommended,"Passing [R] awful , man mark [R] defenders [R] nonexistent , [R] player selection [R] poor",Apex Legends
PS0406,Not Recommended,[R] start play FC last year [R] [R] [R] definitely new [R] [R] not know [R] [R] [R] game [R] [R] [R] tell [R] [R] 200 hours [R] [R] game [R] [R] beyond horrible . [R] rush [R] club rush [R] [R] only upside [R] [R] garbage [R] even [R] [R] [R] rush [R] need [R] [R] ultimate team cards . [R] [R] most recent patch [R] make goal keepers [R] most brain dead position know [R] man ... [R] [R] never make [R] stop [R] shoot away [R] [R] not really matter [R] [R] far . Hopefully [R] [R] not spend lots [R] money [R] coins [R] [R] defender [R] [R] [R] never play [R] ball [R] [R] defender run directly infront [R] [R] . Also [R] [R] [R] help buttons [R] defend [R] [R] [R] stand around [R] person [R] [R] [R] safe distance [R] [R] [R] not help [R] get [R] ball . Unless [R] know every button [R] every skill move [R] also [R] lots [R] adderall stay away [R] [R] game .,Apex Legends
PS0407,Not Recommended,"button latency [R] sht , full [R] bugs [R] [R] u get [R] button latency bug [R] game [R] unplayable ... buy [R] game [R] [R] stupid amount [R] money , [R] play 2 weeks [R] [R] [R] game [R] unplayable ...",Apex Legends
PS0408,Not Recommended,[R] nt start game bro okey [R] [R] understand [R],Apex Legends
PS0409,Recommended,[R] [R] fun,Apex Legends
PS0410,Not Recommended,"[R] FC 25 , [R] continue [R] [R] leave [R] , [R] [R] not even [R] slight change [R] [R] game , [R] fact [R] [R] become bad , [R] [R] [R] ridiculous system [R] [R] game , [R] player slow [R] , even [R] [R] want [R] score [R] goal , [R] [R] not score . [R] every game want [R] [R] score , [R] [R] no need [R] press [R] buttons , [R] score [R] [R] own [R] [R] [R] problems [R] [R] ingame bugs [R] gameplay style , [R] FIFA [R] [R] regret .",Apex Legends
PS0411,Not Recommended,pure pain [R] [R] [R] [R] [R] game [R] hat u unless u [R] one [R] [R] juiced accounts,Apex Legends
PS0412,Not Recommended,[R] hate [R] servers,Apex Legends
PS0413,Recommended,Best GAME EVERRRRRR [R] [R] [R] GET [R] [R] [R] BALE SBC [R] [R] HIMOTHIE,Apex Legends
PS0414,Recommended,lov,Apex Legends
PS0415,Recommended,smooth [R] fc 24,Apex Legends
PS0416,Recommended,"Fifa 22 next purchase FC 25 ? WORTH [R] ! ! ... [R] SALEIt [R] different enough [R] [R] game [R] feel new [R] 3 years . AI [R] [R] [R] tad smart [R] ... Defenders part [R] [R] Red Sea [R] Moses pull [R] . [R] [R] goals concede [R] defenders [R] not mark space . [R] [R] score [R] goals , [R] feel cheap [R] not enjoyable AI know [R] [R] [R] [R] , [R] [R] make `` mistakes `` less [R] high [R] difficulty . Refreshing [R] see [R] fake [R] [R] [R] guess [R] [R] real player . Stuck [R] [R] mud happen [R] make [R] 23 match narritive [R] [R] win 43 [R] [R] end Higher rat teams win [R] , [R] stats feel useless [R] situations . Big slow strong guy , threat [R] free kicks Maguire , small bullet , uncatchable [R] [R] sprint Doku . [R] [R] FCFIFA 90 pace [R] [R] ball fall [R] 70 pace . Simulation gameplay would [R] great [R] [R] wingers sprint [R] nt get noticeably nerfed [R] [R] get [R] clear channel [R] [R] goal . [R] play [R] [R] wingers [R] lot . [R] string pass [R] get [R] [R] ball [R] [R] [R] fast winger , look inside [R] see 0 players move [R] support ... [R] infuriate [R] , [R] [R] exist [R] EA [R] new failure , FC 25 ... [R] , [R] [R] worth [R] [R] [R] last play [R] 3 year old FIFA [R] [R] [R] [R] sale",Apex Legends
PS0417,Not Recommended,Product receive [R] free scripted ...,Apex Legends
PS0418,Not Recommended,"Product receive [R] free [R] , [R] not work",Apex Legends
PS0419,Not Recommended,[R] [R] not know [R] [R] [R] make [R] SAME GAME [R] badly [R] [R] [R] years . [R] u [R] [R] [R] drunk [R] make [R] `` [R] ``,Apex Legends
PS0420,Not Recommended,game,Apex Legends
PS0421,Not Recommended,[R] first time play [R] football game [R] headers [R] useless ! ! wtf ! ! ! CA N'T EVEN HEAD ANYTHING [R] TARGET STUPID GAME,Apex Legends
PS0422,Not Recommended,Poor form EA ... poor form,Apex Legends
PS0423,Recommended,very nice game,Apex Legends
PS0424,Recommended,VERY FUN,Apex Legends
PS0425,Recommended,good,Apex Legends
PS0426,Not Recommended,[R] servers [R] awful ...,Apex Legends
PS0427,Not Recommended,,Apex Legends
PS0428,Recommended,yes,Apex Legends
PS0429,Recommended,pohode,Apex Legends
PS0430,Not Recommended,crash,Apex Legends
PS0431,Recommended,[R] [R] decent,Apex Legends
PS0432,Not Recommended,ngebug mulu gameplay gaenak kontol,Apex Legends
PS0433,Recommended,ola,Apex Legends
PS0434,Recommended,make [R] rage,Apex Legends
PS0435,Recommended,25,Apex Legends
PS0436,Recommended,game kontol,Apex Legends
PS0437,Not Recommended,"Stop play [R] piece [R] crap guys , [R] [R] [R] bad every year .",Apex Legends
PS0438,Not Recommended,"90 [R] [R] playtime [R] [R] game , [R] launch [R] game waiting EA ANTICHEAT [R] [R] get stucked [R] splashscreen , [R] [R] waste [R] money !",Apex Legends
PS0439,Not Recommended,"game [R] usual , play career [R] [R] [R] bad defend ai [R] [R] ever experience [R] [R] football game . Laggy controls [R] menus [R] [R] game , graphics [R] mediocre , [R] [R] [R] [R] stupid arcade experience . Ea [R] deserve [R] die , brain rotten company .",Apex Legends
PS0440,Recommended,"[R] [R] consideration , [R] finally decide [R] buy FC 25 [R] around 18 USD ! [R] [R] opinion , [R] [R] several aspects [R] make [R] game fun , especially [R] offline mode.1 . Visuals [R] UISpeaking [R] visuals , [R] really [R] [R] UI design . [R] concept [R] cool , even though [R] not [R] different [R] FC 24.2 . Shooting [R] PassingThe shoot [R] pass mechanics [R] [R] good compare [R] FC 24 , [R] enhance [R] overall gameplay experience.3 . Career ModeWhile [R] people say [R] Career Mode [R] monotonous [R] boring , [R] personally find [R] enjoyable ! Overall , [R] think [R] game [R] worth buy [R] [R] [R] look [R] [R] casual offline mode experience . [R] nt let reviews discourage [R] . give [R] [R] try !",Apex Legends
PS0441,Not Recommended,SOOOOO BAAAADDDDD [R] GAME .,Apex Legends
PS0442,Recommended,nicccccccccccccccccccccccccccccccce,Apex Legends
PS0443,Not Recommended,disaster .,Apex Legends
PS0444,Recommended,nice,Apex Legends
PS0445,Not Recommended,really bad game [R] nt buy .,Apex Legends
PS0446,Not Recommended,[R] rather sell [R] lungs [R] play [R] game,Apex Legends
PS0447,Not Recommended,Worst football game ever make,Apex Legends
PS0448,Recommended,Product receive [R] free Stomach nerves,Apex Legends
PS0449,Recommended,guys [R] [R] update [R] game [R] good [R] still [R] [R] opponents players [R] fast [R] automatically get [R] ball [R] [R] go near [R] [R] AI [R] still [R] [R] face [R] [R] time [R] [R] [R] fixes [R] [R] ? ? ? ?,Apex Legends
PS0450,Not Recommended,"[R] game completely suck . [R] keep play fifafc mostly [R] [R] nostalgia . [R] [R] finally accept [R] ultimate team [R] [R] waste [R] time , anti cheat [R] [R] joke , [R] [R] unbelievable [R] suddenly [R] [R] [R] [R] [R] never play [R] [R] life . [R] same opponent [R] completely `` change `` [R] [R] gameplay [R] [R] middle [R] [R] match [R] [R] [R] [R] different person . Sure EA.If [R] [R] think [R] purchase [R] [R] [R] [R] game [R] [R] same franchise . [R] would [R] worth [R] spend [R] money [R] [R] [R] rather [R] [R] big pile [R] garbage .",Apex Legends
PS0451,Not Recommended,bad product . bugs every [R] . [R] ca nt [R] even save tactic,Apex Legends
PS0452,Not Recommended,[R] [R] [R] [R] life [R] [R] avoid buy [R] gameEven [R] [R] sky [R] fall downI know [R] [R] [R] [R] safe [R] soundWe [R] safe [R] sound,Apex Legends
PS0453,Not Recommended,xin chao,Apex Legends
PS0454,Not Recommended,career mode [R] terrible,Apex Legends
PS0455,Not Recommended,NGL [R] [R] [R] bad EAFC [R] ever felt . Every mechanic feel terrible compare [R] previous versions [R] terribly optimize . Only force [R] play [R] cause [R] friend [R] not play [R] [R] game .,Apex Legends
PS0456,Not Recommended,TERRIBLE GAME ! [R] NOT BUY [R] !,Apex Legends
PS0457,Recommended,Product receive [R] free not bad,Apex Legends
PS0458,Recommended,[R] tuff,Apex Legends
PS0459,Not Recommended,scripted piece [R],Apex Legends
PS0460,Recommended,New patch make game fun [R] finally [R] Rats [R] [R] learn [R] [R] play [R] game [R] not get assist [R] Ai 247,Apex Legends
PS0461,Not Recommended,script ahh game,Apex Legends
PS0462,Recommended,[R] ea,Apex Legends
PS0463,Recommended,amazing,Apex Legends
PS0464,Recommended,cole palmer [R] [R] best cam [R] [R] world,Apex Legends
PS0465,Not Recommended,[R] decide [R] try [R] game [R] [R] year . Biggest mistake [R] 2025 [R] far .,Apex Legends
PS0466,Not Recommended,trash,Apex Legends
PS0467,Not Recommended,"[R] , referees [R] blind [R] [R] not officiate properly . Game crash [R] per hour [R] career mode [R] unplayable . Playing Highlights [R] impossible due [R] [R] fact [R] [R] ball gets punt [R] [R] [R] match start . Freekick camera angles [R] break .",Apex Legends
PS0468,Not Recommended,"Product receive [R] free Terrible gameplay , [R] [R] terrible [R] [R] game , [R] not buy [R] , [R] [R] not [R] [R] good experience [R] [R] , [R] not make [R] mistake [R] buy [R] game",Apex Legends
PS0469,Recommended,[R],Apex Legends
PS0470,Recommended,best game [R] [R] TIME,Apex Legends
PS0471,Not Recommended,dog water,Apex Legends
PS0472,Recommended,good [R] fc 24,Apex Legends
PS0473,Not Recommended,"[R] 20 years [R] play fifa , [R] game never felt [R] sht [R] play , player handling [R] absolute miserable , career mode simulations [R] [R] most random [R] ever , [R] [R] graphic bugs [R] [R] disgrace .",Apex Legends
PS0474,Not Recommended,bad,Apex Legends
PS0475,Recommended,,Apex Legends
PS0476,Recommended,Top,Apex Legends
PS0477,Not Recommended,"absolute dog pound [R] [R] football game , [R] not play [R] game without [R] lag [R] steam selfish [R] uncaring selves [R] not allow [R] [R] refund [R] [R] [R] spend hours try [R] fix [R] settings , wot [R] waste [R] 30 quid absolute bastards [R] [R] starve [R] 3 days [R] [R] waste [R] allowance [R] [R] game",Apex Legends
PS0478,Not Recommended,"[R] [R] cheats [R] [R] game , online play [R] [R] [R] joke [R] . [R] easy [R] go onto [R] internet [R] get cheat codes [R] screw [R] [R] opponents play [R] game [R] system . EA [R] [R] [R] [R] [R] seem [R] [R] [R] [R] [R] .. [R] 1 [R] 3 games [R] pointless [R] [R] [R] [R] slow [R] make totally rubbish [R] [R] [R] [R] players [R] maxed [R] ! Super frustrating ! ! seem [R] [R] less cheats [R] Seasons [R] honestly [R] [R] not [R] buy next years . Buy [R] [R] console [R] [R] want [R] play [R] fair game , [R] bad gameplay [R] [R] least [R] [R] [R] level playing field [R] long [R] [R] cancel cross [R] play [R] PC players [R] not ruin [R] [R] [R] .",Apex Legends
PS0479,Not Recommended,[R] [R] rather [R] [R] r4pe victim,Apex Legends
PS0480,Not Recommended,Product refund [R] bad [R] 24 .,Apex Legends
PS0481,Recommended,acceptable,Apex Legends
PS0482,Recommended,siuuuuuuuuuuuu,Apex Legends
PS0483,Not Recommended,[R] buy [R] game . get [R] [R] opening menu 3 times [R] crash every time . no thanks,Apex Legends
PS0484,Recommended,edsfgfsfda,Apex Legends
PS0485,Recommended,[R] pack vini toty [R] [R] happy,Apex Legends
PS0486,Recommended,b aja,Apex Legends
PS0487,Recommended,ddd,Apex Legends
PS0488,Recommended,d,Apex Legends
PS0489,Not Recommended,new update frame rate,Apex Legends
PS0490,Not Recommended,"total , [R] play 2 games [R] career mode [R] [R] [R] lag [R] show [R] [R] matches , [R] need [R] alt f4 [R] quit , [R] help plss",Apex Legends
PS0491,Recommended,need [R] add serie [R] licensing,Apex Legends
PS0492,Recommended,Game make [R] rage [R] [R] [R] [R] get wife beater rage . 1010 euphoric feel time [R] go hit animals [R] kids .,Apex Legends
PS0493,Not Recommended,Game crash every time [R] load [R] . Ca not even play finish 1 career mode game [R] [R] crash .,Apex Legends
PS0494,Not Recommended,stupid trash scripted game,Apex Legends
PS0495,Recommended,GOOD GAME FUN [R] FRIENDS ! ! ! !,Apex Legends
PS0496,Not Recommended,"[R] nt buy ! ! Crashes , endless loading screens , [R] laggy servers .",Apex Legends
PS0497,Not Recommended,"bad game ever , [R] take [R] [R] time [R] run [R] game thanks [R] EA [R] [R] [R] finally want [R] play guess [R] ? most menus keep scroll [R] use [R] controller [R] [R] need [R] drop [R] [R] play [R] mouse [R] keyboard [R] guess [R] ? [R] [R] SUPER slow [R] use [R] MK [R] [R] point [R] [R] need [R] press [R] mouse button 3 [R] more times [R] [R] select anything , [R] wo nt play [R] game even [R] [R] free 010",Apex Legends
PS0498,Recommended,[R] [R] [R],Apex Legends
PS0499,Recommended,Tykkn tst pelist tosi paljon !,Apex Legends
PS0500,Not Recommended,[R] [R] [R] port [R] PC full [R] bugs,Apex Legends
PS0501,Recommended,cool,Apex Legends
PS0502,Recommended,super,Apex Legends
PS0503,Not Recommended,Tamam,Apex Legends
PS0504,Recommended,[R] kind [R] buggy,Apex Legends
PS0505,Not Recommended,"Well [R] think [R] [R] career [R] 2014 [R] 2025 [R] [R] [R] bad [R] [R] played23 24 [R] bad [R] [R] [R] accept [R] , [R] 25 [R] absolutely not possible .",Apex Legends
PS0506,Not Recommended,"No optimisation [R] PC lags , stutters , feel slow [R] clunky . random crashes [R] [R] team scores . Time [R] time [R] come back [R] [R] game [R] [R] [R] reason [R] never learn . 'Insanity [R] [R] [R] same [R] [R] [R] [R] [R] [R] expect different results . ' Rita Mae Brown .",Apex Legends
PS0507,Not Recommended,"[R] nt waste ur money [R] [R] game . Laggy , Stuttery game . [R] [R] game [R] 5 [R] steam [R] still would nt [R] buy [R] . big regret [R] [R] ever make [R] [R] life . [R] could [R] get [R] full meal [R] [R] whole week .",Apex Legends
PS0508,Recommended,Good,Apex Legends
PS0509,Not Recommended,"[R] [R] [R] bad game [R] [R] ever play [R] [R] life ever . [R] [R] [R] consider buy [R] , [R] not , save [R] money [R] [R] else . [R] [R] seriously [R] bad .",Apex Legends
PS0510,Recommended,[R] game distract [R] [R] [R] fact [R] [R] [R] unemployed,Apex Legends
PS0511,Not Recommended,"[R] [R] late patch , [R] [R] not football anymore , [R] [R] hockey . [R] least 10 goals score [R] [R] match .",Apex Legends
PS0512,Recommended,SSSEX,Apex Legends
PS0513,Recommended,gameplay [R] good [R] last edition,Apex Legends
PS0514,Recommended,good,Apex Legends
PS0515,Recommended,nice,Apex Legends
PS0516,Recommended,[R] best .,Apex Legends
PS0517,Recommended,qw3er,Apex Legends
PS0518,Not Recommended,"[R] [R] [R] reason [R] FIFA drop [R] , reach [R] point [R] [R] justt not enjoyable anymore good job",Apex Legends
PS0519,Not Recommended,Worst fifa game [R] ever play,Apex Legends
PS0520,Not Recommended,[R] [R] [R] point [R] [R] [R] little teams [R] career mode [R] choose [R] . [R] glad [R] get [R] [R] sale .,Apex Legends
PS0521,Not Recommended,Product refund ass,Apex Legends
PS0522,Recommended,[R] Recommend playing clubs . [R] [R] play clubs [R] become very excited [R] want [R] punch monitor [R] [R] guy ca nt pass [R] ball,Apex Legends
PS0523,Recommended,great game,Apex Legends
PS0524,Not Recommended,[R] way [R] penalties [R] award [R] [R] ridiculous .,Apex Legends
PS0525,Not Recommended,"[R] game wo nt allow mouse [R] online modes , still zero fixes [R] [R]",Apex Legends
PS0526,Recommended,aku senang sekali menghabiskan duit ku di game ini,Apex Legends
PS0527,Not Recommended,"Addictive [R] [R] [R] good potential [R] [R] honest . [R] spend [R] hours mostly play [R] Ultimate Team [R] enjoy [R] content [R] Rush [R] Squad Battle . [R] [R] come [R] play Division Rivals [R] Champions [R] almost 2 months , [R] become more lag everyday [R] give [R] poor defensive situation [R] [R] give [R] . [R] [R] not understand [R] [R] fix [R] , although [R] try [R] [R] suggestion [R] [R] internet [R] [R] [R] not make [R] help . Hope someday EA [R] make good matchmaking [R] UT although [R] [R] not plan [R] return [R] [R] game",Apex Legends
PS0528,Recommended,[R] [R] [R] issues ? yes . [R] else [R] new ? Clubs mode [R] still [R] ton [R] fun however,Apex Legends
PS0529,Not Recommended,60,Apex Legends
PS0530,Recommended,give [R] depression,Apex Legends
PS0531,Not Recommended,[R] game [R] terrible graphics [R] PC [R] [R] [R] [R] EA [R] [R] not care [R] PC players . Also crossprogression [R] not exist [R] [R] fun start [R] [R] [R] buy [R] game . DON'TBUYIT,Apex Legends
PS0532,Recommended,Product receive [R] free quality game,Apex Legends
PS0533,Not Recommended,"[R] wait [R] year , [R] [R] watch full entrance [R] career mode , yes [R] [R] [R] only work [R] manager career not [R] player career , [R] must [R] kid , [R] [R] not want wait next year [R] , [R] game super lag",Apex Legends
PS0534,Recommended,header [R] hard,Apex Legends
PS0535,Not Recommended,cancer,Apex Legends
PS0536,Not Recommended,BILLION DOLLAR COMPANY [R] !,Apex Legends
PS0537,Not Recommended,"Game [R] mostly fun , [R] [R] [R] obviously never fix [R] abuse [R] people deliberately limit [R] internet [R] slow [R] [R] game [R] [R] [R] upper hand , make [R] controls [R] players late [R] response . Every single year , same exact abuse !",Apex Legends
PS0538,Not Recommended,terrible,Apex Legends
PS0539,Not Recommended,[R] [R] not know [R] happend [R] [R] fc 25 [R] show green [R] black screen flash [R] [R] not get [R] [R] game,Apex Legends
PS0540,Not Recommended,"[R] gameplay [R] bad , bad [R] [R] point [R] want [R] break [R] around [R] [R] [R] make [R] feel good . [R] [R] [R] career [R] nyou [R] buy [R] . [R] DONT PLAY ULTIMATE TEAM .",Apex Legends
PS0541,Not Recommended,"[R] [R] pay [R] win game , [R] [R] [R] not buy FC points [R] [R] not pack [R] promo card",Apex Legends
PS0542,Not Recommended,"Bugs [R] [R] [R] place , scatter [R] slow , unintuitive gameplay . Another step [R] [R] glorious FIFA .",Apex Legends
PS0543,Not Recommended,"[R] not waste [R] money [R] [R] game . [R] [R] break [R] [R] waste [R] time . Ca not even play clubs , due [R] online profile sync issues . [R] [R] report [R] [R] EA [R] [R] , nor [R] [R] care . [R] [R] [R] illegal . [R] pay [R] [R] service [R] [R] [R] not satisfied [R] [R] product . Way [R] scam people . [R] [R] play clubs [R] wish [R] play clubs , give [R] [R] . [R] [R] [R] [R] issue [R] . However , [R] [R] want [R] play ultimate team [R] give EA even more [R] [R] money go ahead . Ultimate team work no problem , imagine [R] ! [R] only [R] fix [R] money farm [R] [R] . [R] understand [R] [R] [R] business [R] [R] [R] make money [R] [R] [R] terrible model [R] go [R] . EA [R] [R] hold liable [R] [R] [R] refund [R] direct purchase [R] even [R] 3rd party software [R] buy rights [R] sell i.e . STEAM .",Apex Legends
PS0544,Recommended,good [R] people say,Apex Legends
PS0545,Recommended,"Definitely good [R] last game , enjoy more .",Apex Legends
PS0546,Not Recommended,"   ,  ",Apex Legends
PS0547,Recommended,FIFA 25,Apex Legends
PS0548,Not Recommended,[R] keep get black screens [R] [R] load [R],Apex Legends
PS0549,Recommended,cghv,Apex Legends
PS0550,Recommended,OKE AJA,Apex Legends
PS0551,Not Recommended,[R] [R] bugs,Apex Legends
PS0552,Recommended,itss good,Apex Legends
PS0553,Not Recommended,DONT PLAY . FUT [R] ST.Bugged [R] pc . disconnect [R] every match . [R] `` lose [R] time [R] [R] money .,Apex Legends
PS0554,Not Recommended,Biggest D0gsh1 [R] ever,Apex Legends
PS0555,Not Recommended,"bad fifa game [R] far . [R] input lag [R] [R] game [R] unreal , every single game [R] [R] input lag [R] [R] opponent [R] not .",Apex Legends
PS0556,Not Recommended,"Absolute trash [R] [R] game . [R] [R] Ryzen 5 5600x 6core processor [R] 3.7Ghz , RTX 4060 [R] 16 GB [R] RAM [R] somehow [R] game manage [R] lag . [R] [R] play Cyberpunk [R] high settings easy , [R] apparently [R] [R] not play FC 25 even [R] low . [R] spend 8 hours try [R] find solutions [R] fix [R] , [R] [R] [R] no useso [R] [R] not even get [R] refund . [R] [R] flicker , [R] [R] laggingeven though [R] say [R] [R] steady 150fps , [R] controls [R] break . Even [R] menu [R] break , [R] freeze [R] [R] [R] [R] restart [R] game [R] [R] [R] [R] wait 10 seconds [R] [R] [R] load ANYTHING . Please [R] [R] [R] favor [R] [R] not buy [R] game .",Apex Legends
PS0557,Recommended,"NU MAI POT DE NERVI CU JOCUL ASTA , [R] DAT PREA MULTI BANI PE EL CA SA NU MAI JOC",Apex Legends
PS0558,Not Recommended,"Ca not connect [R] [R] joystick , already try whatever [R] method provide [R] [R] work . [R] refund [R] [R] couple hour [R] [R] buy [R] . Good job EA",Apex Legends
PS0559,Recommended,goat,Apex Legends
PS0560,Recommended,fun,Apex Legends
PS0561,Recommended,[R] [R] fun [R] play [R] friends !,Apex Legends
PS0562,Recommended,  ,Apex Legends
PS0563,Not Recommended,WORST GAME [R] [R] EVER PLAYED [R] [R] not even close.GREEDY COMPANY [R] [R] CARE [R] [R] MONEY ......... PLEASE STEAM [R] [R] EVEN TRY [R] BUY FC26 BANNED [R] PLEASE,Apex Legends
PS0564,Not Recommended,heavy game [R] delay input [R] [R] [R] [R] [R] not ever spend money [R] [R] game,Apex Legends
PS0565,Not Recommended,"[R] [R] want [R] play [R] game , [R] recommend [R] play [R] [R] console . [R] pc version [R] sucks ass . bad optimization , servers [R] laggy ca nt even play [R] [R] friends without [R] single disconnected session [R] also [R] input lag [R] real . [R] game . [R] N'T BUY [R] [R] GAME ! ! !",Apex Legends
